proto,src_ip,src_pt,dst_ip,dst_pt,ce,hae,lat,le,lon
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.495178","32.8798329","0.5","-114.204306"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.753372","32.8808444","0.5","-114.211073"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","185.819824","32.880921","0.5","-114.2019"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.836884","32.8791618","0.5","-114.205503"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.493866","32.8798364","0.5","-114.204288"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.778381","32.8808532","0.5","-114.211054"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","185.929642","32.8809155","0.5","-114.201879"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.856323","32.8791758","0.5","-114.205496"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.474716","32.8798393","0.5","-114.20427"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.807236","32.880862","0.5","-114.211035"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","185.990799","32.880909","0.5","-114.201858"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.862213","32.8791897","0.5","-114.205489"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.45195","32.8798418","0.5","-114.204251"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.835419","32.8808708","0.5","-114.211016"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.018341","32.8809024","0.5","-114.201839"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.879105","32.8792042","0.5","-114.205484"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.416962","32.8798427","0.5","-114.204233"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.854492","32.8808795","0.5","-114.210997"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.05838","32.8808968","0.5","-114.201821"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.891083","32.8792187","0.5","-114.205481"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.370514","32.8798419","0.5","-114.204212"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.867828","32.8808891","0.5","-114.210977"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.063354","32.8808942","0.5","-114.201811"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.891525","32.8792334","0.5","-114.20548"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.27478","32.8798393","0.5","-114.204191"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.882126","32.8808978","0.5","-114.210958"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.070251","32.8808933","0.5","-114.201808"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.838501","32.8792488","0.5","-114.20548"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.209366","32.8798349","0.5","-114.204171"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.902756","32.8809069","0.5","-114.210939"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.110413","32.880892","0.5","-114.201801"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.817734","32.8792646","0.5","-114.205481"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.112701","32.8798273","0.5","-114.204153"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.915863","32.8809159","0.5","-114.21092"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.124557","32.8808884","0.5","-114.201787"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.815674","32.8792793","0.5","-114.205483"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.111893","32.8798193","0.5","-114.204137"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.937866","32.880925","0.5","-114.2109"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.13063","32.8808858","0.5","-114.201774"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.851288","32.879295","0.5","-114.205488"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.139343","32.879812","0.5","-114.204123"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.966446","32.8809333","0.5","-114.210882"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.143936","32.8808844","0.5","-114.201764"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.878174","32.8793105","0.5","-114.205494"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","182.869736","32.8798058","0.5","-114.204111"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.996216","32.8809413","0.5","-114.210864"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.161621","32.880884","0.5","-114.201758"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.890167","32.8793259","0.5","-114.205502"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.036713","32.8797969","0.5","-114.204096"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.032089","32.8809489","0.5","-114.210845"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.163071","32.8808839","0.5","-114.201757"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.893158","32.8793399","0.5","-114.205512"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","182.989975","32.8797816","0.5","-114.204075"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.070023","32.8809559","0.5","-114.210827"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.179977","32.8808839","0.5","-114.201758"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.873566","32.8793541","0.5","-114.205522"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.096298","32.8797729","0.5","-114.204054"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.102585","32.8809619","0.5","-114.210808"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.194473","32.880884","0.5","-114.201758"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.887024","32.8793667","0.5","-114.205532"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.125885","32.8797658","0.5","-114.204038"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.145126","32.8809669","0.5","-114.210788"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.209625","32.8808841","0.5","-114.201758"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.895294","32.8793783","0.5","-114.205543"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.203217","32.8797584","0.5","-114.204018"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.1689","32.880971","0.5","-114.210768"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.223404","32.8808841","0.5","-114.201758"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.887039","32.8793911","0.5","-114.205555"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.157043","32.8797486","0.5","-114.203995"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.194046","32.8809738","0.5","-114.210747"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.23613","32.8808841","0.5","-114.201758"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.943497","32.8794033","0.5","-114.205567"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.162292","32.8797442","0.5","-114.203976"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.200577","32.8809757","0.5","-114.210725"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.249176","32.8808842","0.5","-114.201758"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.993011","32.8794156","0.5","-114.20558"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.226791","32.8797382","0.5","-114.203962"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.203278","32.8809764","0.5","-114.210704"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.25502","32.8808843","0.5","-114.201758"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.989227","32.8794282","0.5","-114.205596"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.228409","32.8797319","0.5","-114.203941"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.201675","32.8809759","0.5","-114.210682"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.263336","32.8808843","0.5","-114.201758"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.967834","32.8794407","0.5","-114.205612"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.379074","32.8797262","0.5","-114.203922"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.193527","32.8809746","0.5","-114.21066"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.274414","32.8808843","0.5","-114.201758"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","183.002899","32.8794526","0.5","-114.205628"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.51384","32.87972","0.5","-114.203906"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.182129","32.8809724","0.5","-114.210638"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.286499","32.8808844","0.5","-114.201758"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","183.050705","32.8794644","0.5","-114.205645"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.674149","32.8797129","0.5","-114.203885"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.163467","32.8809691","0.5","-114.210617"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.296249","32.8808845","0.5","-114.201758"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","183.106583","32.879476","0.5","-114.205662"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.636932","32.8797039","0.5","-114.203858"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.152374","32.8809645","0.5","-114.210596"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.308105","32.8808845","0.5","-114.201758"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","183.171158","32.8794874","0.5","-114.205678"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.613892","32.8796961","0.5","-114.203838"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.111755","32.880959","0.5","-114.210575"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.318604","32.8808846","0.5","-114.201758"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","183.116531","32.8794997","0.5","-114.205696"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.582581","32.8796891","0.5","-114.203821"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.069931","32.880953","0.5","-114.210554"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.330414","32.8808846","0.5","-114.201758"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","183.054916","32.8795119","0.5","-114.205714"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.538696","32.87968","0.5","-114.203802"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.049988","32.880946","0.5","-114.210535"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.341583","32.8808846","0.5","-114.201758"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","183.004105","32.8795233","0.5","-114.205731"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.527588","32.8796711","0.5","-114.203783"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.04924","32.8809394","0.5","-114.210517"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.354279","32.8808847","0.5","-114.201759"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.999359","32.8795347","0.5","-114.205748"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.48819","32.8796619","0.5","-114.203766"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.074219","32.8809302","0.5","-114.210499"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.362503","32.8808847","0.5","-114.201759"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.904144","32.8795464","0.5","-114.205765"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.502167","32.8796525","0.5","-114.203748"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.076965","32.8809197","0.5","-114.210482"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.374924","32.8808848","0.5","-114.201759"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.90184","32.8795582","0.5","-114.205781"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.540833","32.8796428","0.5","-114.203731"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.037796","32.880908","0.5","-114.210466"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.38208","32.8808848","0.5","-114.201759"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.882477","32.87957","0.5","-114.205798"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.587601","32.879633","0.5","-114.203714"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.999786","32.8808958","0.5","-114.210451"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.390991","32.8808848","0.5","-114.201759"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.835342","32.8795817","0.5","-114.205814"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.656586","32.879624","0.5","-114.203697"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.972534","32.8808829","0.5","-114.210439"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.397461","32.8808846","0.5","-114.201754"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.623932","32.8795942","0.5","-114.205832"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.734619","32.8796149","0.5","-114.20368"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.965164","32.8808692","0.5","-114.210429"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.431061","32.8808829","0.5","-114.201732"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.504547","32.8796049","0.5","-114.205848"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.807449","32.8796047","0.5","-114.20366"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.986557","32.8808541","0.5","-114.210421"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.43071","32.8808817","0.5","-114.201708"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.628036","32.8796127","0.5","-114.205862"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.848099","32.8795946","0.5","-114.203639"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.01709","32.8808391","0.5","-114.210415"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.413757","32.8808821","0.5","-114.201687"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.610046","32.8796213","0.5","-114.205879"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.82576","32.879586","0.5","-114.20362"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.054138","32.8808225","0.5","-114.21041"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.415451","32.8808837","0.5","-114.20167"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.61734","32.8796305","0.5","-114.205895"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.837402","32.8795787","0.5","-114.203603"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.070175","32.8808051","0.5","-114.210409"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.442932","32.880887","0.5","-114.201649"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.686783","32.8796381","0.5","-114.205911"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.849899","32.8795722","0.5","-114.203585"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.068207","32.8807873","0.5","-114.210409"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.481049","32.8808914","0.5","-114.201628"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.769699","32.8796441","0.5","-114.205928"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.885117","32.8795669","0.5","-114.203567"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.05513","32.8807694","0.5","-114.210412"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.512939","32.8808969","0.5","-114.201607"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.799362","32.8796492","0.5","-114.205947"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.871445","32.8795626","0.5","-114.203548"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.056931","32.8807517","0.5","-114.210417"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.542038","32.8809026","0.5","-114.201588"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.752335","32.8796542","0.5","-114.205966"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.859131","32.8795591","0.5","-114.203527"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.046188","32.8807338","0.5","-114.210425"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.576508","32.8809084","0.5","-114.201571"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.697296","32.8796581","0.5","-114.205985"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.849289","32.8795571","0.5","-114.203505"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.034637","32.8807163","0.5","-114.210433"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.610565","32.8809142","0.5","-114.201554"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.709381","32.8796615","0.5","-114.206004"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.852188","32.8795563","0.5","-114.203484"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.029663","32.8806991","0.5","-114.210443"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.644699","32.8809195","0.5","-114.201538"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.792786","32.8796635","0.5","-114.206023"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.814682","32.8795561","0.5","-114.203461"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","182.003281","32.8806824","0.5","-114.210453"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.664917","32.8809239","0.5","-114.201521"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.750595","32.8796644","0.5","-114.206043"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.764587","32.8795562","0.5","-114.203438"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.984299","32.8806666","0.5","-114.210465"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.671143","32.8809269","0.5","-114.201505"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.525238","32.8796648","0.5","-114.206063"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.648926","32.8795589","0.5","-114.203415"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.957489","32.880651","0.5","-114.210478"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.677261","32.8809268","0.5","-114.201487"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.475235","32.8796642","0.5","-114.206081"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.549469","32.8795602","0.5","-114.203398"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.935226","32.8806359","0.5","-114.210491"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.632141","32.8809216","0.5","-114.201469"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.61235","32.879662","0.5","-114.206097"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.594604","32.8795608","0.5","-114.203381"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.909317","32.8806212","0.5","-114.210504"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.557846","32.8809115","0.5","-114.201452"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.762177","32.8796583","0.5","-114.206114"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.626678","32.8795618","0.5","-114.20336"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.897644","32.8806066","0.5","-114.210518"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.488617","32.8808984","0.5","-114.201441"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.812622","32.8796533","0.5","-114.206131"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.57637","32.8795638","0.5","-114.203332"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.866486","32.8805922","0.5","-114.210532"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.51767","32.8808869","0.5","-114.201433"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.816635","32.8796477","0.5","-114.20615"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.605438","32.8795657","0.5","-114.203315"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.831985","32.8805779","0.5","-114.210546"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.506241","32.8808722","0.5","-114.201427"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.748444","32.8796412","0.5","-114.206167"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.628952","32.8795667","0.5","-114.203299"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.807785","32.8805641","0.5","-114.210561"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.524933","32.8808533","0.5","-114.201425"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.734711","32.879633","0.5","-114.206184"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.630966","32.8795682","0.5","-114.203274"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.783096","32.8805508","0.5","-114.210575"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.522186","32.8808337","0.5","-114.201426"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.733795","32.8796236","0.5","-114.2062"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.463318","32.8795725","0.5","-114.203244"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.775436","32.8805375","0.5","-114.21059"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.507568","32.8808151","0.5","-114.20143"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.729523","32.8796135","0.5","-114.206217"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.365601","32.8795756","0.5","-114.203225"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.779602","32.8805249","0.5","-114.210603"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.47789","32.8807985","0.5","-114.201434"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.723495","32.8796032","0.5","-114.206233"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.359772","32.8795774","0.5","-114.203211"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.796722","32.8805124","0.5","-114.210617"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.461288","32.8807817","0.5","-114.20144"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.71611","32.8795922","0.5","-114.20625"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.41832","32.8795799","0.5","-114.203199"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.809402","32.8804983","0.5","-114.210632"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.452316","32.8807653","0.5","-114.201447"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.703506","32.8795804","0.5","-114.206268"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.653763","32.8795807","0.5","-114.203183"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.802734","32.8804851","0.5","-114.210645"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.454529","32.8807494","0.5","-114.201454"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.666946","32.8795703","0.5","-114.206283"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.822327","32.8795856","0.5","-114.203154"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.800735","32.8804713","0.5","-114.210658"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.401169","32.880733","0.5","-114.201461"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.638824","32.8795602","0.5","-114.206299"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.729187","32.8795897","0.5","-114.203123"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.798798","32.8804564","0.5","-114.210671"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.378876","32.8807161","0.5","-114.201469"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.618744","32.8795506","0.5","-114.206315"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.771637","32.8795926","0.5","-114.203105"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.798248","32.8804424","0.5","-114.210683"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.330887","32.8806997","0.5","-114.201477"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.580566","32.8795434","0.5","-114.206332"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.697067","32.8795938","0.5","-114.203082"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.797882","32.8804272","0.5","-114.210694"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.305054","32.8806854","0.5","-114.201484"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.522766","32.8795378","0.5","-114.20635"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.572006","32.879594","0.5","-114.203062"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.79187","32.8804112","0.5","-114.210705"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.286087","32.8806711","0.5","-114.20149"
tcp,10.60.11.11,59564,239.2.3.1,6969,"0.5","182.49707","32.8795353","0.5","-114.206368"
tcp,10.60.11.11,48048,239.2.3.1,6969,"0.5","183.616638","32.879594","0.5","-114.203053"
tcp,10.60.11.11,41633,239.2.3.1,6969,"0.5","181.783249","32.8803953","0.5","-114.210715"
tcp,10.60.11.11,56922,239.2.3.1,6969,"0.5","186.265625","32.8806553","0.5","-114.201496"
